timestamp,opening_id,center_deg,start_deg,end_deg,width_deg,confidence
1.6400000000000008,0,0.0,-76.5,76.5,153.0,0.9977716951940594
1.6400000000000008,1,178.5,145.5,-148.5,66.0,0.830821955331823
