verdict,anchor_outgoing_match,best_candidate,representative_non_forward_candidate,best_outgoing_match,best_visibility_gain,plus90_first_candidate,minus90_first_candidate,local_geometry_symmetric,local_preferred_side,local_evidence_matches_best_direction,m0_anchor_false_openings,m0_candidate_false_regression,m0_lateral_false_regression,deterministic_replay,GT_used_in_local_features,map_used_in_local_direction_definition,actual_swarm_movement_performed,detectors_modified,movement_physics_modified
NO_BOUNDED_NON_FORWARD_VIEWPOINT_GAIN,1,NONE_NO_GAIN,L,1,0,,,False,RIGHT,NOT_TESTABLE_NO_GAIN,1,False,False,True,False,False,False,False,False
