timestamp,front_cohort_size,front_cohort_lateral_variance,front_cohort_baseline,front_cohort_expansion_ratio,front_cohort_variance_rate,front_cohort_expansion_dwell,front_cohort_sustained_marker,boundary_count,boundary_fraction,component_count,largest_component_size,largest_component_fraction,second_component_size,second_component_fraction,min_component_angular_separation,boundary_membership_retention,first_component_split,map_case,phase
16.900000000000002,16,1088.5570610132404,257.87881245169854,4.221196191591468,113.53115650742438,12.79999999999997,True,32,0.6666666666666666,1,32,1.0,0,0.0,nan,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.0,16,1099.9954534800972,257.87881245169854,4.265551880832124,114.3839246685684,12.89999999999997,True,32,0.6666666666666666,1,32,1.0,0,0.0,nan,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.1,16,1111.519909868539,257.87881245169854,4.310241307927265,115.2445638844165,12.99999999999997,True,32,0.6666666666666666,2,16,0.5,16,0.5,69.25635257850044,1.0,1,M2_T_JUNCTION,BOUNDARY_CROSSING
17.2,16,1123.1309367942954,257.87881245169854,4.355266437426538,116.11026925756505,13.09999999999997,True,32,0.6666666666666666,2,16,0.5,16,0.5,68.3084153503124,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.3,16,1134.8288178338137,257.87881245169854,4.400628368979985,116.97881039518279,13.199999999999969,True,32,0.6666666666666666,2,16,0.5,16,0.5,67.39578276018497,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.400000000000002,16,1146.6136606194862,257.87881245169854,4.446327519963472,117.84842785672481,13.299999999999969,True,32,0.6666666666666666,2,16,0.5,16,0.5,66.51682309497446,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.5,16,1158.3599780434083,257.87881245169854,4.491877277666511,117.46317423922164,13.399999999999968,True,32,0.6666666666666666,2,16,0.5,16,0.5,65.66851081184572,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.6,16,1169.736743464723,257.87881245169854,4.535993990137589,113.76765421314758,13.499999999999968,True,32,0.6666666666666666,2,16,0.5,16,0.5,64.84148532551566,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.7,16,1180.8248472440296,257.87881245169854,4.5789913332457335,110.88103779306493,13.599999999999968,True,32,0.6666666666666666,2,16,0.5,16,0.5,64.03516932692753,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.8,16,1191.691037859628,257.87881245169854,4.621128143603637,108.66190615598498,13.699999999999967,True,32,0.6666666666666666,2,16,0.5,16,0.5,63.25019139370655,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
17.900000000000002,16,1202.3901533195763,257.87881245169854,4.6626170715160535,106.99115459948189,13.799999999999967,True,32,0.6666666666666666,2,16,0.5,16,0.5,62.486843770663754,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
18.0,16,1212.9670775014883,257.87881245169854,4.70363216725562,105.76924181912091,13.899999999999967,True,32,0.6666666666666666,2,16,0.5,16,0.5,61.745159962459745,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
18.1,16,1223.458469605124,257.87881245169854,4.744315587517612,104.9139210363569,13.999999999999966,True,32,0.6666666666666666,2,16,0.5,16,0.5,61.02497802164035,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
18.2,16,1233.8946436113029,257.87881245169854,4.7847848835677995,104.36174006178817,14.099999999999966,True,32,0.6666666666666666,2,16,0.5,16,0.5,60.3260080219153,1.0,0,M2_T_JUNCTION,BOUNDARY_CROSSING
