case,timestamp,frame,source_gap_id,old_candidate_created,new_candidate_created,topology_type,gap_width,gap_width_over_W_hat,free_continuation,gap_tangent_deg_local,opening_normal_deg_local,free_space_direction_deg_local,relative_opening_angle_deg,endpoint_a_type,endpoint_b_type,geometry_support,candidate_reliability,normal_free_alignment,gap_boundary_wall_alignment_error_deg,rejection_reason,matched_branch_eval_only,is_false_gap_eval_only
M1_CROSS_BASELINE,2.2166666666666637,132,0,True,True,COMPLETE,84.59727540045418,1.0071104214339783,47.42592435833069,-0.2651175307504647,-90.26511753075047,-27.05573197503098,-90.26511753075047,WALL_TERMINATION,CORNER,True,0.45073132118486753,0.45073132118486753,0.26511753075045874,NONE,LEFT,False
M1_CROSS_BASELINE,2.2166666666666637,132,1,False,False,COMPLETE,120.25204752960343,1.431571994400041,63.937878014604664,45.29125017658904,-44.70874982341097,-0.6831183721208562,-44.70874982341097,WALL_TERMINATION,WALL_TERMINATION,False,nan,0.7190289707133201,44.708749823410955,NO_INCIDENT_WALL_SUPPORT_ALONG_GAP_TANGENT,NONE,True
M1_CROSS_BASELINE,2.2166666666666637,132,2,False,False,COMPLETE,84.00215700999426,1.0000256786904078,106.50832774502717,90.41060044832088,0.41060044832088,-2.315496872193562,0.41060044832088,WALL_TERMINATION,WALL_TERMINATION,False,nan,0.9988683151024036,89.58939955167912,NO_INCIDENT_WALL_SUPPORT_ALONG_GAP_TANGENT,NONE,True
M1_CROSS_BASELINE,2.2166666666666637,132,3,False,True,COMPLETE,85.85361883535461,1.0220668908970787,21.639995032109226,89.99910862054486,-0.0008913794551412161,-0.5453751058916984,-0.0008913794551412161,CORNER,WALL_TERMINATION,True,0.999954846514585,0.999954846514585,0.0008913794551403953,NONE,FORWARD,False
M1_CROSS_BASELINE,2.2166666666666637,132,4,False,False,COMPLETE,119.91945261317723,1.4276125311092527,64.22342021215897,135.27261079099193,45.27261079099193,-1.3045654227220396,45.27261079099193,CORNER,WALL_TERMINATION,False,nan,0.6873768874611617,44.72738920900807,NO_INCIDENT_WALL_SUPPORT_ALONG_GAP_TANGENT,NONE,True
M1_CROSS_BASELINE,2.2166666666666637,132,5,True,True,COMPLETE,85.21223322051912,1.014431347863323,47.7668950953323,-179.01680189206945,90.98319810793058,25.538573634884425,90.98319810793058,WALL_TERMINATION,WALL_TERMINATION,True,0.4155725130030592,0.4155725130030592,0.9831981079305478,NONE,RIGHT,False
EXP035_F+0.700_L+0.100,nan,-1,0,False,False,COMPLETE,121.36436006287813,1.4448138102723587,56.392803850190035,45.16069261514448,-44.83930738485552,-5.5991622548802695,-44.83930738485552,WALL_TERMINATION,WALL_TERMINATION,False,nan,0.7745014578986154,44.839307384855545,NO_INCIDENT_WALL_SUPPORT_ALONG_GAP_TANGENT,FALSE,True
EXP035_F+0.700_L+0.100,nan,-1,2,False,False,COMPLETE,84.00199582913267,1.000023759870627,98.32903054571688,89.60503795163622,-0.39496204836379334,-11.34221165477928,-0.39496204836379334,WALL_TERMINATION,WALL_TERMINATION,False,nan,0.9818024391403716,89.60503795163622,NO_INCIDENT_WALL_SUPPORT_ALONG_GAP_TANGENT,INCOMING,False
EXP035_F+0.700_L+0.100,nan,-1,4,True,True,COMPLETE,85.02239457723812,1.0121713640147394,44.720942080646466,-178.6130590649435,91.3869409350565,19.377044971856204,91.3869409350565,WALL_TERMINATION,WALL_TERMINATION,True,0.3088527260046389,0.3088527260046389,1.3869409350564865,NONE,RIGHT,False
