verdict,best_candidate,bootstrap_detection_frame,exp042_detection_equivalent,immediate_anchor_frame,exp046_immediate_anchor_equivalent,baseline_detection_frame,baseline_detection_equivalent,m0_detection_count,m0_candidate_a_count,m0_candidate_b_count,new_numeric_threshold_added,existing_observation_window,runtime_gt_or_map_used,production_gating_applied,pointcloud_runtime_integrated,same_existing_brake_law,deterministic_replay_match,protected_hashes_unchanged,detector_changed,simulator_changed
A_LOCAL_CONTROLLED_APPROACH_FEASIBLE,B_BILATERAL_LATERAL_GROUPS_PERSISTED,36,True,80,True,126,True,0,0,0,False,2,False,False,False,True,True,True,False,False
