case_id,frame,time,speed,junction_detected,junction_detected_latched_shadow,open_candidate_count,opening_group_count,opening_centers,opening_widths,left_side_opening_width_deg,right_side_opening_width_deg,group_1_center_deg,group_1_width_deg,group_1_start_deg,group_1_end_deg,group_2_center_deg,group_2_width_deg,group_2_start_deg,group_2_end_deg,forward_open_candidate_count,rearward_open_candidate_count,sensor_limit_count,sensor_limit_ratio,side_walls_valid,parallel_error_deg,current_width,current_offset,current_orientation,stable_width,stable_offset,stable_orientation,stable_model_initialized,expected_profile_source,side_wall_invalid_streak_samples,bilateral_lateral_group_streak_samples,shadow_state,candidate_a,candidate_b,candidate_c,leader_x_eval_only,leader_y_eval_only,leader_inside_junction_eval_only,leader_distance_to_center_eval_only,leader_distance_to_entry_eval_only
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,60,1.016666666666668,54.79494349296377,True,True,12,2,"[-19.5,18.5]","[6.0,6.0]",6.0,6.0,-19.5,6.0,-22.5,-16.5,18.5,6.0,15.5,21.5,12,0,76,0.2111111111111111,True,0.0,84.0,1.7205723848550427,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7205723848550107,-145.11006101852766,False,145.1202610875971,103.11006101852766
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,66,1.1166666666666676,55.364950335487784,True,True,15,2,"[-20.5,19.0]","[8.0,7.0]",7.0,8.0,-20.5,8.0,-24.5,-16.5,19.0,7.0,15.5,22.5,15,0,79,0.21944444444444444,True,0.0,84.0,1.7291541566601438,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7291541566601936,-139.60980082079473,False,139.62050873463923,97.60980082079473
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,72,1.2166666666666672,55.879706672721746,True,True,17,2,"[-21.0,19.5]","[9.0,8.0]",8.0,9.0,-21.0,9.0,-25.5,-16.5,19.5,8.0,15.5,23.5,17,0,81,0.225,True,0.0,84.0,1.7339990283488973,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7339990283488587,-134.03195665760123,False,134.0431727395894,92.03195665760123
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,78,1.3166666666666669,54.264562119375725,True,True,19,2,"[-21.5,20.0]","[10.0,9.0]",9.0,10.0,-21.5,10.0,-26.5,-16.5,20.0,9.0,15.5,24.5,19,0,83,0.23055555555555557,True,0.0,84.00000000000001,1.7364635490102103,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.736463549010176,-128.51673737372934,False,128.52846801718738,86.51673737372934
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,84,1.4166666666666665,50.114850839637135,True,True,23,2,"[-22.5,21.0]","[12.0,11.0]",11.0,12.0,-22.5,12.0,-28.5,-16.5,21.0,11.0,15.5,26.5,23,0,87,0.24166666666666667,True,0.0,84.00000000000001,1.7376231932925066,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7376231932924309,-123.31468693477427,False,123.32692872273783,81.31468693477427
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,90,1.5166666666666662,44.712747235143944,True,True,25,2,"[-23.0,21.5]","[13.0,12.0]",12.0,13.0,-23.0,13.0,-29.5,-16.5,21.5,12.0,15.5,27.5,25,0,89,0.24722222222222223,True,0.0,84.0,1.7380832786029643,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.738083278602946,-118.61689015664723,False,118.62962346698009,76.61689015664723
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,96,1.6166666666666658,40.500590861543685,True,True,29,2,"[-24.0,22.5]","[15.0,14.0]",14.0,15.0,-24.0,15.0,-31.5,-16.5,22.5,14.0,15.5,29.5,29,0,93,0.25833333333333336,True,0.0,84.0,1.7385313343288296,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7385313343287923,-114.41223342629699,False,114.42544144024053,72.41223342629699
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,102,1.7166666666666655,39.875452417853616,True,True,31,2,"[-24.5,23.0]","[16.0,15.0]",15.0,16.0,-24.5,16.0,-32.5,-16.5,23.0,15.0,15.5,30.5,31,0,95,0.2638888888888889,True,0.0,84.00000000000001,1.740149187045887,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7401491870458499,-110.43350948487776,False,110.44721878046437,68.43350948487776
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,108,1.816666666666665,43.14484590204985,True,True,35,2,"[-25.5,24.0]","[18.0,17.0]",17.0,18.0,-25.5,18.0,-34.5,-16.5,24.0,17.0,15.5,32.5,35,0,99,0.275,True,0.0,84.0,1.7445680172963982,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7445680172964442,-106.27984251527074,False,106.29415996487165,64.27984251527074
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,114,1.9166666666666647,47.807858655062546,True,True,38,2,"[-26.5,24.5]","[20.0,18.0]",18.0,20.0,-26.5,20.0,-36.5,-16.5,24.5,18.0,15.5,33.5,38,0,101,0.28055555555555556,True,0.0,84.0,1.750572725004048,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7505727250039873,-101.6910849599836,False,101.7061515602873,59.6910849599836
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,120,2.0166666666666644,51.12775309131657,True,True,41,2,"[-28.0,26.5]","[21.0,20.0]",20.0,21.0,-28.0,21.0,-38.5,-17.5,26.5,20.0,16.5,36.5,41,0,94,0.2611111111111111,True,0.0,84.0,1.7545429914233814,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7545429914233175,-96.70012147197242,False,96.71603752120419,54.70012147197242
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,126,2.116666666666664,52.17304113686742,True,True,46,2,"[-30.0,28.0]","[23.0,23.0]",23.0,23.0,-30.0,23.0,-41.5,-18.5,28.0,23.0,16.5,39.5,46,0,90,0.25,True,0.0,83.99999999999999,1.7562140871528982,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7562140871529783,-91.50634008540604,False,91.52319139838767,49.50634008540604
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,132,2.2166666666666637,50.700520992080065,True,True,51,2,"[-31.5,30.0]","[26.0,25.0]",25.0,26.0,-31.5,26.0,-44.5,-18.5,30.0,25.0,17.5,42.5,51,0,88,0.24444444444444444,True,0.0,84.0,1.7571524826858038,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7571524826858491,-86.35485790794884,False,86.37273336620443,44.35485790794884
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,138,2.3166666666666633,47.34939595943886,True,True,55,2,"[-33.5,32.0]","[28.0,27.0]",27.0,28.0,-33.5,28.0,-47.5,-19.5,32.0,27.0,18.5,45.5,51,0,88,0.24444444444444444,True,0.0,84.0,1.7580573907572408,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7580573907572994,-81.47257295829957,False,81.49153888738782,39.472572958299565
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,144,2.416666666666663,44.1020997861804,True,True,62,2,"[-36.0,34.0]","[31.0,31.0]",31.0,31.0,-36.0,31.0,-51.5,-20.5,34.0,31.0,18.5,49.5,50,0,90,0.25,True,0.0,84.0,1.759280476887529,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.7592804768876116,-76.93573224906203,False,76.95584425172477,34.93573224906203
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,150,2.5166666666666626,42.475357531881556,True,True,68,2,"[-38.0,36.0]","[35.0,33.0]",33.0,35.0,-38.0,35.0,-55.5,-20.5,36.0,33.0,19.5,52.5,49,0,91,0.25277777777777777,True,0.0,84.0,1.7618538538791775,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.761853853879204,-72.63658904805315,False,72.6579534362081,30.636589048053153
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,156,2.6166666666666623,42.71315696066607,True,True,73,2,"[-40.0,38.5]","[37.0,36.0]",36.0,37.0,-40.0,37.0,-58.5,-21.5,38.5,36.0,20.5,56.5,47,0,94,0.2611111111111111,True,0.0,84.0,1.7657299841751914,0.0,84.0,1.5570877890311081,0.0,True,CURRENT_MODEL,0,0,CONTROLLED_APPROACH,False,False,False,-1.765729984175145,-68.38789655811775,False,68.41068774702406,26.387896558117745
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,162,2.716666666666662,43.951357373388795,True,True,188,2,"[-90.0,41.0]","[147.0,41.0]",41.0,147.0,-90.0,147.0,-163.5,-16.5,41.0,41.0,20.5,61.5,52,28,98,0.2722222222222222,False,24.9354278817911,nan,nan,0.7237673221858074,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,1,0,CONTROLLED_APPROACH,False,False,False,-1.7698811491071271,-64.04762977815983,False,64.07207940657295,22.04762977815983
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,168,2.8166666666666615,45.09408469458366,True,True,192,2,"[-90.0,44.0]","[147.0,45.0]",45.0,147.0,-90.0,147.0,-163.5,-16.5,44.0,45.0,21.5,66.5,51,28,104,0.28888888888888886,False,43.71652582559531,nan,nan,0.9650045041579602,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,2,0,BRAKE_READY_SHADOW_A,True,False,False,-1.772917438740551,-59.581514065527564,False,59.607885842271315,17.581514065527564
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,174,2.916666666666661,45.40340591148305,True,True,197,2,"[-90.0,47.5]","[147.0,50.0]",50.0,147.0,-90.0,147.0,-163.5,-16.5,47.5,50.0,22.5,72.5,50,28,111,0.30833333333333335,False,50.64450716773558,nan,nan,1.0360847809504605,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,3,1,BRAKE_READY_SHADOW_A,True,False,False,-1.7749076898365133,-55.045323758019336,False,55.07393180927442,13.045323758019336
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,180,3.016666666666661,44.5562864067257,True,True,202,2,"[-90.0,51.0]","[147.0,55.0]",55.0,147.0,-90.0,147.0,-163.5,-16.5,51.0,55.0,23.5,78.5,49,28,118,0.3277777777777778,False,54.0988195428306,nan,nan,1.040442623390419,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,4,2,BRAKE_READY_SHADOW_B,True,True,False,-1.7763053486121192,-50.54493105295288,False,50.576133856190204,8.544931052952883
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,186,3.1166666666666605,42.719495136113395,True,True,207,2,"[-90.0,54.5]","[147.0,60.0]",60.0,147.0,-90.0,147.0,-163.5,-16.5,54.5,60.0,24.5,84.5,48,28,126,0.35,False,56.193120482034715,nan,nan,1.0213510045665544,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,5,3,BRAKE_READY_SHADOW_B,True,True,False,-1.7773359063965686,-46.1904208960077,False,46.22460281575723,4.190420896007701
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,192,3.21666666666666,40.52893943302621,True,True,211,2,"[-90.0,57.5]","[147.0,64.0]",64.0,147.0,-90.0,147.0,-163.5,-16.5,57.5,64.0,25.5,89.5,47,28,132,0.36666666666666664,False,57.65561378448882,nan,nan,1.0266146751388874,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,6,4,BRAKE_READY_SHADOW_B,True,True,False,-1.7780974651299388,-42.046814673710635,False,42.08439443310156,0.04681467371063519
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,198,3.3166666666666598,38.870371377205856,True,True,216,2,"[-90.0,61.0]","[147.0,69.0]",69.0,147.0,-90.0,147.0,-163.5,-16.5,61.0,69.0,26.5,95.5,46,28,132,0.36666666666666664,False,59.76778068551653,nan,nan,1.0652784855763286,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,7,5,BRAKE_READY_SHADOW_B,True,True,False,-1.7793051396406712,-38.09849598817675,True,38.14002259229891,-3.901504011823249
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,204,3.4166666666666594,38.397491437816065,True,True,220,2,"[-90.0,64.0]","[147.0,73.0]",73.0,147.0,-90.0,147.0,-163.5,-16.5,64.0,73.0,27.5,100.5,45,28,130,0.3611111111111111,False,62.75882315261839,nan,nan,1.1341877165865526,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,8,6,BRAKE_READY_SHADOW_B,True,True,False,-1.7823072602379486,-34.249601659474955,True,34.295944847789315,-7.750398340525045
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,210,3.516666666666659,39.07566701501787,True,True,224,2,"[-90.0,68.0]","[147.0,77.0]",77.0,147.0,-90.0,147.0,-163.5,-16.5,68.0,77.0,29.5,106.5,43,28,130,0.3611111111111111,False,61.71358525763259,nan,nan,1.100670072245066,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,9,7,BRAKE_READY_SHADOW_B,True,True,False,-1.787313317684953,-30.37773896583947,True,30.430272978930958,-11.62226103416053
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,216,3.6166666666666587,40.30545347408495,True,True,228,2,"[-90.0,71.0]","[147.0,81.0]",81.0,147.0,-90.0,147.0,-163.5,-16.5,71.0,81.0,30.5,111.5,42,28,130,0.3611111111111111,False,60.174042666680776,nan,nan,1.150382318535165,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,10,8,BRAKE_READY_SHADOW_B,True,True,False,-1.7935943820988642,-26.399827633111574,True,26.46068555169155,-15.600172366888426
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,222,3.7166666666666583,41.37603916165605,True,True,230,2,"[-90.0,74.0]","[147.0,83.0]",83.0,147.0,-90.0,147.0,-163.5,-16.5,74.0,83.0,32.5,115.5,40,28,130,0.3611111111111111,False,57.151338717145165,nan,nan,1.067822340361971,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,11,9,BRAKE_READY_SHADOW_B,True,True,False,-1.800155466195846,-22.30315607057944,True,22.37568614391745,-19.69684392942056
M1_PRE_CORRIDOR_CONTROLLED_APPROACH_SHADOW,228,3.816666666666658,41.77382985869332,True,True,234,2,"[-90.0,77.0]","[147.0,87.0]",87.0,147.0,-90.0,147.0,-163.5,-16.5,77.0,87.0,33.5,120.5,39,28,130,0.3611111111111111,False,53.25915133368096,nan,nan,0.9532275705477957,84.0,1.5570877890311081,0.0,True,STABLE_MODEL_HELD,12,10,BRAKE_READY_SHADOW_B,True,True,False,-1.8062345002971665,-18.135405184606366,True,18.22513111831877,-23.864594815393634
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,0,0.016666666666666666,1.799992790879454,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,107,0.2972222222222222,False,50.767001848820314,nan,nan,0.8083824286576942,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.4001210697211428,-56.11000036445194,False,56.12746635924941,14.110000364451942
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,6,0.11666666666666665,35.799365270424715,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,111,0.30833333333333335,False,53.1055062512321,nan,nan,0.8028063159851513,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.4091189450888946,-54.19160676275653,False,54.209923996724505,12.191606762756528
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,12,0.21666666666666665,74.70761113595074,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,121,0.33611111111111114,False,57.20451424666092,nan,nan,0.830713362813313,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.4646870524810078,-48.090611113130194,False,48.11291079737357,6.090611113130194
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,18,0.31666666666666665,90.70110350910696,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,130,0.3611111111111111,False,62.10144998282445,nan,nan,0.9166765625182478,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.5135709808982423,-39.58851052565637,True,39.61743382343463,-2.4114894743436324
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,24,0.41666666666666663,91.56642944324835,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,130,0.3611111111111111,False,61.70341819243819,nan,nan,0.9833944170787419,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.5959273258899676,-30.32913030638664,True,30.371090352032194,-11.670869693613358
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,30,0.5166666666666666,85.32393602565351,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,130,0.3611111111111111,False,56.13216692275432,nan,nan,1.0473930258005737,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.7445900220146817,-21.57357919488162,True,21.644004103278633,-20.42642080511838
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,36,0.6166666666666669,83.48167201474945,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,130,0.3611111111111111,False,45.38912329176958,nan,nan,0.7713651420519341,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.8270637606074025,-13.193282830313386,True,13.319191935923397,-28.806717169686614
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,42,0.7166666666666672,82.20634927914594,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,130,0.3611111111111111,False,19.423880978944908,nan,nan,0.22224469038332018,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.824356475692127,-4.878178000422708,True,5.208156790478555,-37.12182199957729
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,48,0.8166666666666675,73.0033414752992,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,130,0.3611111111111111,False,13.527969039906395,nan,nan,-0.11564909039682902,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.8477910509803726,2.8759390269159963,True,3.4183851530542424,-44.875939026915994
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,54,0.9166666666666679,60.12894156254837,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,132,0.36666666666666664,False,33.19533436593758,nan,nan,-0.5678340856491104,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.920274716294946,9.393741342746436,True,9.588004557803737,-51.39374134274644
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,60,1.016666666666668,55.69443545278935,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,132,0.36666666666666664,False,47.937161219582634,nan,nan,-0.9491089054170487,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-1.9985195875198987,15.085666019868656,True,15.21747021698155,-57.085666019868654
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,66,1.1166666666666676,55.78308411119826,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,132,0.36666666666666664,False,56.10694122271664,nan,nan,-1.1583883038795904,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-2.0639314020064994,20.644825029168697,True,20.747737546951445,-62.6448250291687
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,72,1.2166666666666672,56.00353997408081,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,134,0.37222222222222223,False,58.234617283066314,nan,nan,-1.271918123536608,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-2.114535218240462,26.246651477121013,True,26.331691418339194,-68.24665147712102
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,78,1.3166666666666669,54.04341005189697,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,132,0.36666666666666664,False,62.314297994758675,nan,nan,-1.374387039503361,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-2.149986644849659,31.755094458337716,True,31.827793932834595,-73.75509445833771
M1_BASELINE_CONTROLLED_APPROACH_SHADOW,84,1.4166666666666665,49.423682480270564,False,False,0,0,[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,132,0.36666666666666664,False,62.67854928660796,nan,nan,-1.3565332477069205,nan,nan,nan,False,MAX_RANGE_FALLBACK,0,0,PRE_DETECTION,False,False,False,-2.172186841467445,36.90825520432313,True,36.972120549160955,-78.90825520432313
