case_id,candidate_id,source_gap_id,topology_state,center_x_local,center_y_local,center_bearing_local,center_range_local,opening_normal_x_local,opening_normal_y_local,opening_normal_deg_local,opening_tangent_x_local,opening_tangent_y_local,opening_tangent_deg_local,opening_width,mouth_endpoint_a_x_local,mouth_endpoint_a_y_local,mouth_endpoint_b_x_local,mouth_endpoint_b_y_local,termination_count,wall_support_count,source_scan_count,existing_detector_confidence,gap_width_over_W_hat,free_continuation,incident_wall_alignment_error_deg
M1_PRE_CORRIDOR_BOOTSTRAP,G0,0,COMPLETE,82.3686959426565,-1.7776699733022312,-1.236357775271646,82.3878764250407,0.9999996141861015,-0.0008784233875766707,-0.050329959206393875,0.0008784233875766707,0.9999996141861015,89.9496700407936,84.00001548209046,82.33180215357837,-43.77766151016074,82.40558973173464,40.22232156355628,0,83,1,0.9997857607786746,1.0000001843106008,67.6121235749593,0.04976805720922073
M1_PRE_CORRIDOR_BOOTSTRAP,G2,2,COMPLETE,40.148813147470804,40.22233001686877,45.05240942207467,56.83100411867123,2.0004631617493785e-07,0.99999999999998,89.99998853819038,-0.99999999999998,2.0004631617493785e-07,179.9999885381904,84.51355316852936,82.40558973173464,40.22232156355628,-2.1079634367930353,40.222338470181256,1,114,1,0.7077534291757395,1.006113728196778,59.60023026103991,1.146180960631682e-05
