verdict,front_end_equivalent,front_end_altered_samples,analysis_after_anchor_hold_only,stationary_speed_condition_enforced,pointcloud_invoked_before_hold_count,anchor_local_runtime_input_only,runtime_gt_or_map_used,true_outgoing_recovered,outgoing_recall_eval_only,deterministic_replay_match,protected_hashes_unchanged,moving_detector_changed,candidate_b_changed,brake_law_changed,fixed_anchor_transitioned,sph_integrated,dfs_integrated
C_ANCHOR_GOOD_BUT_DETECTOR_MISSES_BRANCHES,True,0,True,True,0,True,False,2,0.6666666666666666,True,True,False,False,False,False,False,False
