map_case,physics_frames,sample_count,first_open_support_frame,first_open_support_time,first_opening_frame,first_opening_time,first_detection_frame,first_detection_time,max_opening_count,old_profile_first_detection_frame_comparison_only,first_detection_wall_reference,first_detection_range_ceiling,first_detection_dynamic_span,first_detection_open_threshold,first_detection_openings,deterministic_replay,movement_trajectory_equivalent,lidar_scan_equivalent,movement_altered,adaptive_output_fed_back,expected_profile_used_for_gui_decision,detector_input_fields,runtime_gt_map_used
M1_PRE_CORRIDOR_55PCT,434,73,0,0.016666666666666666,0,0.016666666666666666,0,0.016666666666666666,4,,45.634678537822005,150.0,104.365321462178,103.03560534201992,"[{""center_angle"": -179.5, ""confidence"": 0.9416248823222142, ""end_angle"": -160.5, ""end_refined"": 1.0, ""mean_range_m"": 141.2966601116649, ""peak_range_m"": 150.0, ""start_angle"": 161.5, ""start_refined"": 1.0, ""width_deg"": 38.0}, {""center_angle"": -0.5, ""confidence"": 0.9416248823222142, ""end_angle"": 18.5, ""end_refined"": 1.0, ""mean_range_m"": 141.2966601116649, ""peak_range_m"": 150.0, ""start_angle"": -19.5, ""start_refined"": 1.0, ""width_deg"": 38.0}]",False,False,False,False,False,False,"angles_deg,ranges",False
