verdict,root_cause,question_a_valid_model_ever_before_detection,question_b_first_valid_frame,question_b_first_initialized_stable_frame,question_c_frame120_only_current_fit_invalid,question_d_last_valid_could_supply_frame120_expected,stable_model_exists_before_detection,frame120_expected_profile_source,frame120_expected_profile_min,frame120_expected_profile_max,first_open_candidate_frame,first_junction_detection_frame,existing_stable_model_persistence_present,detector_modified,threshold_modified,grouping_modified,simulator_modified,gt_or_map_used_for_runtime
DIAGNOSTIC_ONLY_NO_PERSISTENCE_PRECONDITION,M1 has no valid side-wall or initialized stable corridor model before frame 126; frame 120 therefore has no causal last-valid model to hold,False,126,,False,False,False,MAX_RANGE_FALLBACK,150.0,150.0,126,126,True,False,False,False,False,False
