cohort_name,ratio_onset,positive_dwell_onset,sustained_onset,delta_t_frontmost,delta_t_quantile_front_center
FRONT_COHORT,1.816666666666665,1.816666666666665,1.816666666666665,0.4999999999999982,0.0
LOCAL_FRONT_SURFACE,1.5166666666666662,1.5166666666666662,1.5166666666666662,0.1999999999999993,-0.29999999999999893
LOCAL_FRONT_COHORT,1.4166666666666665,1.4166666666666665,1.4166666666666665,0.09999999999999964,-0.3999999999999986
