mode,physics_frame,timestamp,viewpoint_step_index,state,local_progress,predicted_stopping_distance,support_gap,direct_support_present,communication_connected,communication_component_size,brake_trigger_reason
BASELINE,116,1.949999999999998,1,VIEWPOINT_REBRAKING,16.248732207318227,2.670808589240443,9.307738307890453,True,True,680,TARGET_REACHED_BASELINE
BASELINE,117,1.9666666666666646,1,VIEWPOINT_REBRAKING,16.54819227850382,2.3713485180548446,9.357758919110037,True,True,680,TARGET_REACHED_BASELINE
BASELINE,118,1.9833333333333312,1,VIEWPOINT_REBRAKING,16.821429587265897,2.0981112092927687,9.39402782138008,True,True,680,TARGET_REACHED_BASELINE
BASELINE,119,1.9999999999999978,1,VIEWPOINT_REBRAKING,17.069885383135528,1.8496554134231238,9.416460061466944,True,True,680,TARGET_REACHED_BASELINE
BASELINE,120,2.0166666666666644,1,VIEWPOINT_REBRAKING,17.295038868882955,1.6245019276757102,9.425224122345202,True,True,680,TARGET_REACHED_BASELINE
BASELINE,121,2.033333333333331,1,VIEWPOINT_REBRAKING,17.498382618501182,1.4211581780574942,9.420736378378344,True,True,680,TARGET_REACHED_BASELINE
BASELINE,122,2.0499999999999976,1,VIEWPOINT_REBRAKING,17.681402259498043,1.238138537060639,9.403658624564434,True,True,680,TARGET_REACHED_BASELINE
BASELINE,123,2.066666666666664,1,VIEWPOINT_REBRAKING,17.84555989573343,1.073980900825262,9.374893959736934,True,True,680,TARGET_REACHED_BASELINE
BASELINE,124,2.083333333333331,1,VIEWPOINT_REBRAKING,17.992280796429583,0.9272600001291218,9.335516391780855,True,True,680,TARGET_REACHED_BASELINE
BASELINE,125,2.0999999999999974,1,VIEWPOINT_REBRAKING,18.122942923175202,0.7965978733835093,9.286697745256859,True,True,680,TARGET_REACHED_BASELINE
BASELINE,126,2.116666666666664,1,VIEWPOINT_REBRAKING,18.23886890976044,0.6806718867982766,9.229639012546704,True,True,680,TARGET_REACHED_BASELINE
BASELINE,127,2.1333333333333306,1,VIEWPOINT_REBRAKING,18.341320149575125,0.5782206469835784,9.165512837086544,True,True,680,TARGET_REACHED_BASELINE
BASELINE,128,2.1499999999999972,1,VIEWPOINT_REBRAKING,18.43149268216021,0.48804811439849494,9.095419721871297,True,True,680,TARGET_REACHED_BASELINE
BASELINE,129,2.166666666666664,1,VIEWPOINT_REBRAKING,18.510514604425993,0.4090261921327165,9.020361051842578,True,True,680,TARGET_REACHED_BASELINE
BASELINE,130,2.1833333333333305,1,VIEWPOINT_REBRAKING,18.57944476316274,0.3400960333959575,8.941228251146883,True,True,680,TARGET_REACHED_BASELINE
BASELINE,131,2.199999999999997,1,VIEWPOINT_REBRAKING,18.639272513900863,0.2802682826578356,8.858805726122736,True,True,680,TARGET_REACHED_BASELINE
BASELINE,132,2.2166666666666637,1,VIEWPOINT_REBRAKING,18.69091835707124,0.2286224394874535,8.773782018293344,True,True,680,TARGET_REACHED_BASELINE
BASELINE,133,2.2333333333333303,1,VIEWPOINT_REBRAKING,18.735235285918037,0.18430551064066264,8.686765509129174,True,True,680,TARGET_REACHED_BASELINE
BASELINE,134,2.249999999999997,1,VIEWPOINT_REBRAKING,18.773010701873318,0.14653009468537811,8.598305130590209,True,True,680,TARGET_REACHED_BASELINE
BASELINE,135,2.2666666666666635,1,VIEWPOINT_REBRAKING,18.804968772266108,0.11457202429259215,8.508908724221591,True,True,680,TARGET_REACHED_BASELINE
BASELINE,136,2.28333333333333,1,VIEWPOINT_REBRAKING,18.831773122452944,0.0877676741057685,8.419056591426958,True,True,680,TARGET_REACHED_BASELINE
BASELINE,137,2.2999999999999967,1,VIEWPOINT_REBRAKING,18.854029769868646,0.06551102669007582,8.329207930497493,True,True,680,TARGET_REACHED_BASELINE
BASELINE,138,2.3166666666666633,1,VIEWPOINT_REBRAKING,18.87229022124302,0.05046688451340175,8.239801364169747,True,True,680,TARGET_REACHED_BASELINE
BASELINE,139,2.33333333333333,1,VIEWPOINT_REBRAKING,18.88705466644703,0.03752508531436819,8.151253970799798,True,True,680,TARGET_REACHED_BASELINE
BASELINE,140,2.3499999999999965,1,VIEWPOINT_REBRAKING,18.898775213248882,0.026462508947388243,8.063952777419019,True,True,680,TARGET_REACHED_BASELINE
BASELINE,141,2.366666666666663,1,VIEWPOINT_REBRAKING,18.907859116799358,0.017378605396922632,7.978249261161587,True,True,680,TARGET_REACHED_BASELINE
BASELINE,142,2.3833333333333298,1,VIEWPOINT_REBRAKING,18.914671966041084,0.010565756155200258,7.8944537249115205,True,True,680,TARGET_REACHED_BASELINE
BASELINE,143,2.3999999999999964,1,VIEWPOINT_REBRAKING,18.91954079655875,0.005696925637548009,7.81283069299595,True,True,680,TARGET_REACHED_BASELINE
BASELINE,145,2.4333333333333296,2,VIEWPOINT_ADVANCE,0.01484896001571201,1.1588248863885675,7.655517601553487,True,True,680,NONE
BASELINE,146,2.449999999999996,2,VIEWPOINT_ADVANCE,0.05723634975518621,2.4405097404976304,7.588347067948499,True,True,680,NONE
BASELINE,147,2.466666666666663,2,VIEWPOINT_ADVANCE,0.13673603654723365,3.6339988045469878,7.540111711125433,True,True,680,NONE
BASELINE,148,2.4833333333333294,2,VIEWPOINT_ADVANCE,0.26006708827205216,4.715416918343782,7.515069969340002,True,True,680,NONE
BASELINE,149,2.499999999999996,2,VIEWPOINT_ADVANCE,0.43144710948882903,5.687223183631262,7.514504163308013,True,True,680,NONE
BASELINE,150,2.5166666666666626,2,VIEWPOINT_ADVANCE,0.6531773209320022,6.560751536976567,7.537728556812771,True,True,680,NONE
BASELINE,151,2.533333333333329,2,VIEWPOINT_ADVANCE,0.9260155945447934,7.333166267471393,7.583481011984624,True,True,680,NONE
BASELINE,152,2.549999999999996,2,VIEWPOINT_ADVANCE,1.2501141902863253,8.066425170786216,7.65041302554681,True,True,680,NONE
BASELINE,153,2.5666666666666624,2,VIEWPOINT_ADVANCE,1.6247577085724743,8.735997491804142,7.739871697912367,True,True,680,NONE
BASELINE,154,2.583333333333329,2,VIEWPOINT_ADVANCE,2.0485854705907798,9.336668209614084,7.853673313425535,True,True,680,NONE
BASELINE,155,2.5999999999999956,2,VIEWPOINT_ADVANCE,2.5197563122532642,9.878553090388296,7.994074674240017,True,True,680,NONE
BASELINE,156,2.6166666666666623,2,VIEWPOINT_ADVANCE,3.0360532358564853,10.363500525407007,8.163595640997896,True,True,680,NONE
BASELINE,157,2.633333333333329,2,VIEWPOINT_ADVANCE,3.594954851380635,10.792097865735647,8.36472721563939,True,True,680,NONE
BASELINE,158,2.6499999999999955,2,VIEWPOINT_ADVANCE,4.193673509042156,11.163194968385877,8.59966870858317,True,True,680,NONE
BASELINE,159,2.666666666666662,2,VIEWPOINT_ADVANCE,4.82916252833121,11.473632679067357,8.870104741818965,True,True,680,NONE
BASELINE,160,2.6833333333333287,2,VIEWPOINT_ADVANCE,5.498098895926546,11.71448589472609,9.177038893568513,True,True,680,NONE
BASELINE,161,2.6999999999999953,2,VIEWPOINT_ADVANCE,6.1968479373794025,11.88701879210582,9.520669132662945,True,True,680,NONE
BASELINE,162,2.716666666666662,2,VIEWPOINT_ADVANCE,6.921419251340623,11.979018191524553,9.900317236825332,True,True,680,NONE
BASELINE,163,2.7333333333333285,2,VIEWPOINT_ADVANCE,7.667425959493642,11.9821137896858,10.314392985028867,True,True,680,NONE
BASELINE,164,2.749999999999995,2,VIEWPOINT_ADVANCE,8.430061210971246,11.888780711158292,10.760388234673158,True,True,680,TARGET_REACHED_BASELINE
BASELINE,165,2.7666666666666617,2,VIEWPOINT_REBRAKING,9.197180244957266,11.12166167717227,11.234900720555407,True,True,680,TARGET_REACHED_BASELINE
BASELINE,166,2.7833333333333283,2,VIEWPOINT_REBRAKING,9.958770552192362,10.360071369937176,11.728005687708018,True,True,680,TARGET_REACHED_BASELINE
BASELINE,167,2.799999999999995,2,VIEWPOINT_REBRAKING,10.706688219804875,9.612153702324658,12.230659973127024,True,True,680,TARGET_REACHED_BASELINE
BASELINE,168,2.8166666666666615,2,VIEWPOINT_REBRAKING,11.43441931091553,8.884422611214006,12.734791082850178,True,True,680,TARGET_REACHED_BASELINE
BASELINE,169,2.833333333333328,2,VIEWPOINT_REBRAKING,12.136864636201324,8.181977285928216,13.23346145721888,True,True,680,TARGET_REACHED_BASELINE
BASELINE,170,2.8499999999999948,2,VIEWPOINT_REBRAKING,12.810146289607303,7.508695632522232,13.72086607907371,True,True,680,TARGET_REACHED_BASELINE
BASELINE,171,2.8666666666666614,2,VIEWPOINT_REBRAKING,13.451434352230962,6.86740756989857,14.192275344172083,True,True,680,TARGET_REACHED_BASELINE
BASELINE,172,2.883333333333328,2,VIEWPOINT_REBRAKING,14.058792213661633,6.2600497084678945,14.643944828550168,True,True,680,TARGET_REACHED_BASELINE
BASELINE,173,2.8999999999999946,2,VIEWPOINT_REBRAKING,14.631039015776892,5.6878029063526325,14.874568332912034,True,True,680,TARGET_REACHED_BASELINE
BASELINE,174,2.916666666666661,2,VIEWPOINT_REBRAKING,15.167627787628135,5.151214134501395,15.092221308690824,True,True,680,TARGET_REACHED_BASELINE
BASELINE,175,2.933333333333328,2,VIEWPOINT_REBRAKING,15.668537909400655,4.650304012728872,15.297767298980721,True,True,680,TARGET_REACHED_BASELINE
BASELINE,176,2.9499999999999944,2,VIEWPOINT_REBRAKING,16.134180616647356,4.184661305482165,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,177,2.966666666666661,2,VIEWPOINT_REBRAKING,16.565316331495936,3.753525590633588,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,178,2.9833333333333276,2,VIEWPOINT_REBRAKING,16.96298268399987,3.3558592381296606,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,179,2.9999999999999942,2,VIEWPOINT_REBRAKING,17.328432163151135,2.9904097589783927,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,180,3.016666666666661,2,VIEWPOINT_REBRAKING,17.663078412403408,2.6557635097261203,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,181,3.0333333333333274,2,VIEWPOINT_REBRAKING,17.96845025814747,2.3503916639820526,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,182,3.049999999999994,2,VIEWPOINT_REBRAKING,18.24615263086588,2.072689291263641,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,183,3.0666666666666607,2,VIEWPOINT_REBRAKING,18.497833607230632,1.8210083148988887,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,184,3.0833333333333273,2,VIEWPOINT_REBRAKING,18.725156866869014,1.5936850552605133,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,185,3.099999999999994,2,VIEWPOINT_REBRAKING,18.929778919676096,1.3890630024534278,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,186,3.1166666666666605,2,VIEWPOINT_REBRAKING,19.113330518247835,1.2055114038816854,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,187,3.133333333333327,2,VIEWPOINT_REBRAKING,19.27740172516374,1.0414401969657847,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,188,3.1499999999999937,2,VIEWPOINT_REBRAKING,19.423530156438858,0.8953117656906656,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,189,3.1666666666666603,2,VIEWPOINT_REBRAKING,19.55319197051324,0.7656499516162882,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,190,3.183333333333327,2,VIEWPOINT_REBRAKING,19.66779521671411,0.6510467054154122,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,191,3.1999999999999935,2,VIEWPOINT_REBRAKING,19.768675198304308,0.5501667238252174,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,192,3.21666666666666,2,VIEWPOINT_REBRAKING,19.857091543134658,0.46175037899486343,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,193,3.2333333333333267,2,VIEWPOINT_REBRAKING,19.934226709683983,0.3846152124455436,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,194,3.2499999999999933,2,VIEWPOINT_REBRAKING,20.00118568804426,0.31765623408526333,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,195,3.26666666666666,2,VIEWPOINT_REBRAKING,20.05899668434921,0.2598452377803189,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,196,3.2833333333333266,2,VIEWPOINT_REBRAKING,20.10861260341312,0.21022931871640932,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,197,3.299999999999993,2,VIEWPOINT_REBRAKING,20.15091316811062,0.16792875401891508,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,198,3.3166666666666598,2,VIEWPOINT_REBRAKING,20.186707535451276,0.1321343866782514,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,199,3.3333333333333264,2,VIEWPOINT_REBRAKING,20.216737288551258,0.10210463357827673,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,200,3.349999999999993,2,VIEWPOINT_REBRAKING,20.241679700936672,0.07716222119286678,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,201,3.3666666666666596,2,VIEWPOINT_REBRAKING,20.262151184987516,0.05669073714202481,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,202,3.383333333333326,2,VIEWPOINT_REBRAKING,20.278710849995406,0.04220255513687627,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,203,3.399999999999993,2,VIEWPOINT_REBRAKING,20.291864107407974,0.029815815231011955,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,204,3.4166666666666594,2,VIEWPOINT_REBRAKING,20.302066271503435,0.019613651135556166,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,205,3.433333333333326,2,VIEWPOINT_REBRAKING,20.30972611310972,0.011953809529277626,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,206,3.4499999999999926,2,VIEWPOINT_REBRAKING,20.3152093321756,0.006470590463399766,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,207,3.4666666666666592,2,VIEWPOINT_REBRAKING,20.31884192212955,0.002838000509441,15.314893946064302,True,True,680,TARGET_REACHED_BASELINE
BASELINE,211,3.5333333333333257,3,VIEWPOINT_ADVANCE,0.006501312470604148,0.4247177666058924,14.957081454856713,True,True,680,NONE
BASELINE,212,3.5499999999999923,3,VIEWPOINT_ADVANCE,0.024757448788832903,0.9876352473601133,14.872785990016498,True,True,680,NONE
BASELINE,213,3.566666666666659,3,VIEWPOINT_ADVANCE,0.058935561459065866,1.5173113619297707,14.796131452680717,True,True,680,NONE
BASELINE,214,3.5833333333333255,3,VIEWPOINT_ADVANCE,0.11226178568966816,2.0162967957694082,14.729423371970377,True,True,680,NONE
BASELINE,215,3.599999999999992,3,VIEWPOINT_ADVANCE,0.18715167226012852,2.4884798887973236,14.674382635354476,True,True,680,NONE
BASELINE,216,3.6166666666666587,3,VIEWPOINT_ADVANCE,0.28532687268237567,2.9396415729993257,14.632261605010738,True,True,680,NONE
BASELINE,217,3.6333333333333253,3,VIEWPOINT_ADVANCE,0.40791918910205993,3.3675062177867656,14.603944613829686,True,True,680,NONE
BASELINE,218,3.649999999999992,3,VIEWPOINT_ADVANCE,0.5555630425078562,3.7705988728808513,14.590032319104967,True,True,680,NONE
BASELINE,219,3.6666666666666585,3,VIEWPOINT_ADVANCE,0.7284773861743901,4.141227741399793,14.590910421391792,True,True,680,NONE
BASELINE,220,3.683333333333325,3,VIEWPOINT_ADVANCE,0.926538454943028,4.486972324932834,14.606804086969351,True,True,680,NONE
BASELINE,221,3.6999999999999917,3,VIEWPOINT_ADVANCE,1.1493429564036006,4.815370825528452,14.637821153037486,True,True,680,NONE
BASELINE,222,3.7166666666666583,3,VIEWPOINT_ADVANCE,1.3962632492804374,5.112652422029694,14.683981995142174,True,True,680,NONE
BASELINE,223,3.733333333333325,3,VIEWPOINT_ADVANCE,1.6664952839634282,5.3866556488721296,14.745240245322556,True,True,680,NONE
BASELINE,224,3.7499999999999916,3,VIEWPOINT_ADVANCE,1.9591000268967491,5.638284478817898,14.821496951743173,True,True,680,NONE
BASELINE,225,3.766666666666658,3,VIEWPOINT_ADVANCE,2.2730390395287117,5.86854825173381,14.912609780070392,True,True,680,NONE
BASELINE,226,3.7833333333333248,3,VIEWPOINT_ADVANCE,2.6072048340026583,6.078530221946313,15.0183986773266,True,True,680,NONE
BASELINE,227,3.7999999999999914,3,VIEWPOINT_ADVANCE,2.960446581800454,6.2693611107926,15.138649175965446,True,True,680,NONE
BASELINE,228,3.816666666666658,3,VIEWPOINT_ADVANCE,3.3315917080652326,6.442197219896142,15.273114241362434,True,True,680,NONE
BASELINE,229,3.8333333333333246,3,VIEWPOINT_ADVANCE,3.7194638631577703,6.598202681674066,inf,False,True,680,NONE
BASELINE,230,3.849999999999991,3,VIEWPOINT_ADVANCE,4.12289771602795,6.738534792327159,inf,False,True,680,NONE
BASELINE,231,3.866666666666658,3,VIEWPOINT_ADVANCE,4.540750954841357,6.864330769730056,inf,False,True,680,NONE
BASELINE,232,3.8833333333333244,3,VIEWPOINT_ADVANCE,4.971913851262443,6.976697566138961,inf,False,True,680,NONE
BASELINE,233,3.899999999999991,3,VIEWPOINT_ADVANCE,5.415316712164781,7.076704032575876,inf,False,True,680,NONE
BASELINE,234,3.9166666666666576,3,VIEWPOINT_ADVANCE,5.869935509610912,7.165374950838525,inf,False,True,680,NONE
BASELINE,235,3.9333333333333242,3,VIEWPOINT_ADVANCE,6.334795949453607,7.243686668579123,inf,False,True,680,NONE
BASELINE,236,3.949999999999991,3,VIEWPOINT_ADVANCE,6.8089762107833565,7.312564101278747,inf,False,True,680,NONE
BASELINE,237,3.9666666666666575,3,VIEWPOINT_ADVANCE,7.291608562596551,7.372878891052374,inf,False,True,680,NONE
BASELINE,238,3.983333333333324,3,VIEWPOINT_ADVANCE,7.781880040384408,7.425448536149414,inf,False,True,680,NONE
BASELINE,239,3.9999999999999907,3,VIEWPOINT_ADVANCE,8.279032343738024,7.471036326870477,inf,False,True,680,NONE
BASELINE,240,4.016666666666658,3,VIEWPOINT_ADVANCE,8.782361096415329,7.510351943514585,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,241,4.033333333333324,3,VIEWPOINT_REBRAKING,9.284714592505935,7.007998447423986,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,242,4.049999999999991,3,VIEWPOINT_REBRAKING,9.780240136242355,6.512472903687571,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,243,4.0666666666666575,3,VIEWPOINT_REBRAKING,10.264220452523503,6.028492587406427,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,244,4.083333333333324,3,VIEWPOINT_REBRAKING,10.732925918495951,5.559787121433977,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,245,4.099999999999991,3,VIEWPOINT_REBRAKING,11.183481541623607,5.1092314983063245,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,246,4.116666666666657,3,VIEWPOINT_REBRAKING,11.613747626140992,4.67896541378894,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,247,4.133333333333324,3,VIEWPOINT_REBRAKING,12.022213095983744,4.270499943946183,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,248,4.149999999999991,3,VIEWPOINT_REBRAKING,12.407900476155191,3.8848125637747346,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,249,4.166666666666657,3,VIEWPOINT_REBRAKING,12.770281574234104,3.5224314656958153,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,250,4.183333333333324,3,VIEWPOINT_REBRAKING,13.109202947820208,3.1835100921097172,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,251,4.19999999999999,3,VIEWPOINT_REBRAKING,13.424820290839165,2.8678927490907657,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,252,4.216666666666657,3,VIEWPOINT_REBRAKING,13.717540920676825,2.5751721192531023,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,253,4.233333333333324,3,VIEWPOINT_REBRAKING,13.987973598147775,2.3047394417821465,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,254,4.24999999999999,3,VIEWPOINT_REBRAKING,14.236884962548373,2.055828077381543,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,255,4.266666666666657,3,VIEWPOINT_REBRAKING,14.46516191385848,1.8275511260714343,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,256,4.2833333333333234,3,VIEWPOINT_REBRAKING,14.673779323018664,1.618933716911254,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,257,4.29999999999999,3,VIEWPOINT_REBRAKING,14.863772498705984,1.4289405412239369,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,258,4.316666666666657,3,VIEWPOINT_REBRAKING,15.03621388483731,1.2564991550926154,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,259,4.333333333333323,3,VIEWPOINT_REBRAKING,15.192193506899144,1.1005195330307862,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,260,4.34999999999999,3,VIEWPOINT_REBRAKING,15.332802726959244,0.9599103129706821,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,261,4.3666666666666565,3,VIEWPOINT_REBRAKING,15.459120906737212,0.8335921331927141,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,262,4.383333333333323,3,VIEWPOINT_REBRAKING,15.572204615326498,0.7205084246034337,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,263,4.39999999999999,3,VIEWPOINT_REBRAKING,15.67307905303798,0.619633986891948,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,264,4.416666666666656,3,VIEWPOINT_REBRAKING,15.76273139537713,0.5299816445527922,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,265,4.433333333333323,3,VIEWPOINT_REBRAKING,15.8421057914029,0.4506072485270165,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,266,4.4499999999999895,3,VIEWPOINT_REBRAKING,15.9120997786994,0.38061326123052197,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,267,4.466666666666656,3,VIEWPOINT_REBRAKING,15.973561902990326,0.3191511369395958,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,268,4.483333333333323,3,VIEWPOINT_REBRAKING,16.0272903541252,0.2654226858047269,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,269,4.499999999999989,3,VIEWPOINT_REBRAKING,16.074032451858486,0.2186805880714432,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,270,4.516666666666656,3,VIEWPOINT_REBRAKING,16.114484834629664,0.17822820530025898,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,271,4.533333333333323,3,VIEWPOINT_REBRAKING,16.14929422253867,0.14341881739125045,inf,False,True,680,TARGET_REACHED_BASELINE
BASELINE,272,4.549999999999989,3,VIEWPOINT_REBRAKING,16.179058642005785,0.1136543979241341,inf,False,True,680,TARGET_REACHED_BASELINE
