mode,physics_frame,timestamp,viewpoint_step_index,state,state_after,leader_speed,leader_forward_speed,leader_lateral_speed,drive_force_magnitude,brake_force_magnitude,local_progress,drive_phase_progress,target_progress,remaining_progress,predicted_stopping_distance,brake_trigger_reason,support_gap,direct_support_present,communication_connected,communication_component_size,stationary_dwell,anchor_reached,nan_inf,outside_robot_count
BASELINE,105,1.7666666666666653,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,39.13887589664435,39.13643781561055,0.4368541607636391,0.0,160.94168183301468,10.970360293787564,8.964583158619803,8.4,0.0,7.949180502771151,TARGET_REACHED_BASELINE,8.087476668629186,True,True,680,0,False,0,0
BASELINE,106,1.7833333333333319,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,37.77027062095191,37.76872106118957,0.34212889676095487,0.0,156.5555035865774,11.599838978140724,8.964583158619803,8.4,0.0,7.319701818417992,TARGET_REACHED_BASELINE,8.222405834671804,True,True,680,0,False,0,0
BASELINE,107,1.7999999999999985,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,36.194931540414615,36.193968669830085,0.2640097397049242,0.0,151.08108248380765,12.203071789304545,8.964583158619803,8.4,0.0,6.716469007254157,TARGET_REACHED_BASELINE,8.358746036176697,True,True,680,0,False,0,0
BASELINE,108,1.816666666666665,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,34.46892638801741,34.46834408487735,0.2003556564287048,0.0,144.77972616165846,12.77754419071917,8.964583158619803,8.4,0.0,6.141996605839534,TARGET_REACHED_BASELINE,8.493859545377166,True,True,680,0,False,0,0
BASELINE,109,1.8333333333333317,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,32.64005241215794,32.63971179619758,0.1491151554261908,0.0,137.87570555206963,13.321539387322474,8.964583158619803,8.4,0.0,5.598001409236241,TARGET_REACHED_BASELINE,8.625412557303923,True,True,680,0,False,0,0
BASELINE,110,1.8499999999999983,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,30.748747795746638,30.7485567779258,0.1083839522584613,0.0,130.56020964863177,13.834015333621238,8.964583158619803,8.4,0.0,5.085525462937478,TARGET_REACHED_BASELINE,8.751379997175006,True,True,680,0,False,0,0
BASELINE,111,1.866666666666665,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,28.828928315441207,28.828826981607826,0.07643743433993776,0.0,122.99499118298655,14.314495783314698,8.964583158619803,8.4,0.0,4.605045013244014,TARGET_REACHED_BASELINE,8.870017689102442,True,True,680,0,False,0,0
BASELINE,112,1.8833333333333315,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,26.908752376871735,26.908702624847795,0.051744828820676006,0.0,115.31571326176483,14.762974160395487,8.964583158619803,8.4,0.0,4.156566636163219,TARGET_REACHED_BASELINE,8.979824301141353,True,True,680,0,False,0,0
BASELINE,113,1.8999999999999981,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,25.01131795203561,25.011296220806397,0.032970485201180226,0.0,107.63500950748694,15.179829097408913,8.964583158619803,8.4,0.0,3.739711699149778,TARGET_REACHED_BASELINE,9.079508676199785,True,True,680,0,False,0,0
BASELINE,114,1.9166666666666647,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,23.155295182534598,23.15528741484277,0.018966452852979716,0.0,100.04527180814245,15.56575055432296,8.964583158619803,8.4,0.0,3.353790242235732,TARGET_REACHED_BASELINE,9.1679700097998,True,True,680,0,False,0,0
BASELINE,115,1.9333333333333313,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,21.355498541452295,21.355496744974484,0.008759529402201888,0.0,92.62118073013839,15.921675500072524,8.964583158619803,8.4,0.0,2.9978652964861565,TARGET_REACHED_BASELINE,9.24429316159273,True,True,680,0,False,0,0
BASELINE,116,1.949999999999998,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,19.623402494790387,19.623402434742797,0.0015351469140489084,0.0,85.42199416580918,16.248732207318227,8.964583158619803,8.4,0.0,2.670808589240443,TARGET_REACHED_BASELINE,9.307738307890453,True,True,680,0,False,0,0
BASELINE,117,1.9666666666666646,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,17.967604589086527,17.967604271135897,-0.0033801808106638173,0.0,78.49360997916155,16.54819227850382,8.964583158619803,8.4,0.0,2.3713485180548446,TARGET_REACHED_BASELINE,9.357758919110037,True,True,680,0,False,0,0
BASELINE,118,1.9833333333333312,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,16.39423982885172,16.39423852572461,-0.006536631780631162,0.0,71.87041835634611,16.821429587265897,8.964583158619803,8.4,0.0,2.0981112092927687,TARGET_REACHED_BASELINE,9.39402782138008,True,True,680,0,False,0,0
BASELINE,119,1.9999999999999978,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,14.907350106552915,14.907347752178659,-0.008378243078806247,0.0,65.57695931540688,17.069885383135528,8.964583158619803,8.4,0.0,1.8496554134231238,TARGET_REACHED_BASELINE,9.416460061466944,True,True,680,0,False,0,0
BASELINE,120,2.0166666666666644,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,13.509212317791576,13.509209144844835,-0.00925894228933127,0.0,59.62940042621166,17.295038868882955,8.964583158619803,8.4,0.0,1.6245019276757102,TARGET_REACHED_BASELINE,9.425224122345202,True,True,680,0,False,0,0
BASELINE,121,2.033333333333331,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,12.200628642372564,12.20062497709296,-0.009457135783369625,0.0,54.036849271166304,17.498382618501182,8.964583158619803,8.4,0.0,1.4211581780574942,TARGET_REACHED_BASELINE,9.420736378378344,True,True,680,0,False,0,0
BASELINE,122,2.0499999999999976,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,10.981182304223605,10.981178459811309,-0.009188708818954672,0.0,48.802514569490256,17.681402259498043,8.964583158619803,8.4,0.0,1.238138537060639,TARGET_REACHED_BASELINE,9.403658624564434,True,True,680,0,False,0,0
BASELINE,123,2.066666666666664,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,9.849461944732754,9.849458174122619,-0.008618407501265255,0.0,43.92472921689442,17.84555989573343,8.964583158619803,8.4,0.0,1.073980900825262,TARGET_REACHED_BASELINE,9.374893959736934,True,True,680,0,False,0,0
BASELINE,124,2.083333333333331,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,8.80325755929712,8.80325404176842,-0.007869651188966422,0.0,39.397847778931016,17.992280796429583,8.964583158619803,8.4,0.0,0.9272600001291218,TARGET_REACHED_BASELINE,9.335516391780855,True,True,680,0,False,0,0
BASELINE,125,2.0999999999999974,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,7.839730759266969,7.8397276047367574,-0.007032874597671192,0.0,35.21303023718848,18.122942923175202,8.964583158619803,8.4,0.0,0.7965978733835093,TARGET_REACHED_BASELINE,9.286697745256859,True,True,680,0,False,0,0
BASELINE,126,2.116666666666664,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,6.955561933937777,6.955559195113953,-0.00617252865274598,0.0,31.358923037067875,18.23886890976044,8.964583158619803,8.4,0.0,0.6806718867982766,TARGET_REACHED_BASELINE,9.229639012546704,True,True,680,0,False,0,0
BASELINE,127,2.1333333333333306,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,6.147076702148417,6.147074388881885,-0.0053328836722861764,0.0,27.82224773575111,18.341320149575125,8.964583158619803,8.4,0.0,0.5782206469835784,TARGET_REACHED_BASELINE,9.165512837086544,True,True,680,0,False,0,0
BASELINE,128,2.1499999999999972,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,5.41035386226982,5.410351955105007,-0.004542782119530066,0.0,24.588306808593668,18.43149268216021,8.964583158619803,8.4,0.0,0.48804811439849494,TARGET_REACHED_BASELINE,9.095419721871297,True,True,680,0,False,0,0
BASELINE,129,2.166666666666664,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,4.7413168743867224,4.741315335946707,-0.003819484369324917,0.0,21.64141544907928,18.510514604425993,8.964583158619803,8.4,0.0,0.4090261921327165,TARGET_REACHED_BASELINE,9.020361051842578,True,True,680,0,False,0,0
BASELINE,130,2.1833333333333305,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,4.1358107404061,4.13580952420554,-0.003171742295995121,0.0,18.96526749754689,18.57944476316274,8.964583158619803,8.4,0.0,0.3400960333959575,TARGET_REACHED_BASELINE,8.941228251146883,True,True,680,0,False,0,0
BASELINE,131,2.199999999999997,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3.5896659874907373,3.5896650442873175,-0.002602223968247622,0.0,16.5432429616244,18.639272513900863,8.964583158619803,8.4,0.0,0.2802682826578356,TARGET_REACHED_BASELINE,8.858805726122736,True,True,680,0,False,0,0
BASELINE,132,2.2166666666666637,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,3.0987513081843656,3.098750590222927,-0.0021093997676667016,0.0,14.35866394996295,18.69091835707124,8.964583158619803,8.4,0.0,0.2286224394874535,TARGET_REACHED_BASELINE,8.773782018293344,True,True,680,0,False,0,0
BASELINE,133,2.2333333333333303,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2.6590162672232913,2.659015730807451,-0.0016889868571423022,0.0,12.395005232737462,18.735235285918037,8.964583158619803,8.4,0.0,0.18430551064066264,TARGET_REACHED_BASELINE,8.686765509129174,True,True,680,0,False,0,0
BASELINE,134,2.249999999999997,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,2.2665253505005847,2.266524957317072,-0.001335035821099866,0.0,10.636065068893165,18.773010701873318,8.964583158619803,8.4,0.0,0.14653009468537811,TARGET_REACHED_BASELINE,8.598305130590209,True,True,680,0,False,0,0
BASELINE,135,2.2666666666666635,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1.9174845059999401,1.9174842235671559,-0.0010407309430794395,0.0,9.066101402002339,18.804968772266108,8.964583158619803,8.4,0.0,0.11457202429259215,TARGET_REACHED_BASELINE,8.508908724221591,True,True,680,0,False,0,0
BASELINE,136,2.28333333333333,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1.6082612096672064,1.608261011209419,-0.0007989642567387361,0.0,7.6699380239997605,18.831773122452944,8.964583158619803,8.4,0.0,0.0877676741057685,TARGET_REACHED_BASELINE,8.419056591426958,True,True,680,0,False,0,0
BASELINE,137,2.2999999999999967,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1.3353989809636462,1.3353988449415615,-0.0006027333472378637,0.0,6.433044838668826,18.854029769868646,8.964583158619803,8.4,0.0,0.06551102669007582,TARGET_REACHED_BASELINE,8.329207930497493,True,True,680,0,False,0,0
BASELINE,138,2.3166666666666633,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,1.095627172997375,1.0956270824626198,-0.0004454039378631276,0.0,5.341595923854585,18.87229022124302,8.964583158619803,8.4,0.0,0.05046688451340175,TARGET_REACHED_BASELINE,8.239801364169747,True,True,680,1,False,0,0
BASELINE,139,2.33333333333333,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,0.8858667703517347,0.885866712240336,-0.00032087055132349446,0.0,4.3825086919895,18.88705466644703,8.964583158619803,8.4,0.0,0.03752508531436819,TARGET_REACHED_BASELINE,8.151253970799798,True,True,680,2,False,0,0
BASELINE,140,2.3499999999999965,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,0.7032328436724524,0.7032328081111793,-0.0002236419219475168,0.0,3.5434670814069387,18.898775213248882,8.964583158619803,8.4,0.0,0.026462508947388243,TARGET_REACHED_BASELINE,8.063952777419019,True,True,680,3,False,0,0
BASELINE,141,2.366666666666663,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,0.5450342333596421,0.5450342130279366,-0.0001488722626797329,0.0,2.8129313746898097,18.907859116799358,8.964583158619803,8.4,0.0,0.017378605396922632,TARGET_REACHED_BASELINE,7.978249261161587,True,True,680,4,False,0,0
BASELINE,142,2.3833333333333298,1,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,0.40877096493634757,0.40877095450334244,-9.235485381251174e-05,0.0,2.1801369334385683,18.914671966041084,8.964583158619803,8.4,0.0,0.010565756155200258,TARGET_REACHED_BASELINE,7.8944537249115205,True,True,680,5,False,0,0
BASELINE,143,2.3999999999999964,1,VIEWPOINT_REBRAKING,PROVISIONAL_RESCAN_ANCHOR,0.0,0.0,0.0,0.0,1.6350838597453903,18.91954079655875,8.964583158619803,8.4,0.0,0.005696925637548009,TARGET_REACHED_BASELINE,7.81283069299595,True,True,680,6,True,0,0
BASELINE,145,2.4333333333333296,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,0.8919550736513506,0.8909376009428612,0.04259160291143444,259.97628688676923,0.0,0.01484896001571201,0.01484896001571201,8.4,8.385151039984288,1.1588248863885675,NONE,7.655517601553487,True,True,680,0,False,0,0
BASELINE,146,2.449999999999996,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,2.550485270097158,2.543243384368029,0.19206301270892503,260.0,0.0,0.05723634975518621,0.05723634975518621,8.4,8.342763650244814,2.4405097404976304,NONE,7.588347067948499,True,True,680,0,False,0,0
BASELINE,147,2.466666666666663,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,4.785527166311355,4.769981207522389,0.38542124926791416,260.0,0.0,0.13673603654723365,0.13673603654723365,8.4,8.263263963452767,3.6339988045469878,NONE,7.540111711125433,True,True,680,0,False,0,0
BASELINE,148,2.4833333333333294,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,7.421608056366851,7.399863103488406,0.5677078403195455,260.0,0.0,0.26006708827205216,0.26006708827205216,8.4,8.139932911727948,4.715416918343782,NONE,7.515069969340002,True,True,680,0,False,0,0
BASELINE,149,2.499999999999996,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,10.306422850036274,10.282801273006147,0.6973879434095496,260.0,0.0,0.43144710948882903,0.43144710948882903,8.4,7.968552890511171,5.687223183631262,NONE,7.514504163308013,True,True,680,0,False,0,0
BASELINE,150,2.5166666666666626,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,13.325419659364544,13.303812686590156,0.7585361549074953,260.0,0.0,0.6531773209320022,0.6531773209320022,8.4,7.746822679067998,6.560751536976567,NONE,7.537728556812771,True,True,680,0,False,0,0
BASELINE,151,2.533333333333329,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,16.387050342064363,16.370296416766823,0.7408199110060897,260.0,0.0,0.9260155945447934,0.9260155945447934,8.4,7.473984405455207,7.333166267471393,NONE,7.583481011984624,True,True,680,0,False,0,0
BASELINE,152,2.549999999999996,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,19.458620502691595,19.445915744491924,0.7030453227856961,259.9815726231123,0.0,1.2501141902863253,1.2501141902863253,8.4,7.149885809713675,8.066425170786216,NONE,7.65041302554681,True,True,680,0,False,0,0
BASELINE,153,2.5666666666666624,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,22.48792270953937,22.47861109716843,0.6470787683681521,259.7936127664545,0.0,1.6247577085724743,1.6247577085724743,8.4,6.775242291427526,8.735997491804142,NONE,7.739871697912367,True,True,680,0,False,0,0
BASELINE,154,2.583333333333329,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,25.436266824191684,25.429665721097575,0.5794577333244342,259.2673499214442,0.0,2.0485854705907798,2.0485854705907798,8.4,6.351414529409221,9.336668209614084,NONE,7.853673313425535,True,True,680,0,False,0,0
BASELINE,155,2.5999999999999956,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,28.274802625691514,28.270250499748244,0.5073462361109395,258.1885172034771,0.0,2.5197563122532642,2.5197563122532642,8.4,5.880243687746736,9.878553090388296,NONE,7.994074674240017,True,True,680,0,False,0,0
BASELINE,156,2.6166666666666623,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,30.98088106035662,30.97781541619405,0.43582486869578296,256.2781033979098,0.0,3.0360532358564853,3.0360532358564853,8.4,5.363946764143515,10.363500525407007,NONE,8.163595640997896,True,True,680,0,False,0,0
BASELINE,157,2.633333333333329,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,33.53612004788284,33.534096931448424,0.3683624006746467,253.19091774840808,0.0,3.594954851380635,3.594954851380635,8.4,4.8050451486193655,10.792097865735647,NONE,8.36472721563939,True,True,680,0,False,0,0
BASELINE,158,2.6499999999999955,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,35.924432966950725,35.923119459691506,0.30720071886242956,248.5254567598267,0.0,4.193673509042156,4.193673509042156,8.4,4.206326490957844,11.163194968385877,NONE,8.59966870858317,True,True,680,0,False,0,0
BASELINE,159,2.666666666666662,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,38.13018424881967,38.129341157344044,0.2535621340124478,241.84830774320167,0.0,4.82916252833121,4.82916252833121,8.4,3.5708374716687903,11.473632679067357,NONE,8.870104741818965,True,True,680,0,False,0,0
BASELINE,160,2.6833333333333287,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,40.13671743811845,40.13618205571983,0.20730821854289364,232.73401189375153,0.0,5.498098895926546,5.498098895926546,8.4,2.9019011040734544,11.71448589472609,NONE,9.177038893568513,True,True,680,0,False,0,0
BASELINE,161,2.6999999999999953,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,41.925278987008554,41.92494248717142,0.1679749560787185,220.81910164289232,0.0,6.1968479373794025,6.1968479373794025,8.4,2.203152062620598,11.88701879210582,NONE,9.520669132662945,True,True,680,0,False,0,0
BASELINE,162,2.716666666666662,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,43.47448818522173,43.47427883767347,0.1349166824405591,205.8652480458672,0.0,6.921419251340623,6.921419251340623,8.4,1.4785807486593772,11.979018191524553,NONE,9.900317236825332,True,True,680,0,False,0,0
BASELINE,163,2.7333333333333285,2,VIEWPOINT_ADVANCE,VIEWPOINT_ADVANCE,44.760531359200115,44.76040248918116,0.10740840023965789,187.82435205514503,0.0,7.667425959493642,7.667425959493642,8.4,0.7325740405063588,11.9821137896858,NONE,10.314392985028867,True,True,680,0,False,0,0
BASELINE,164,2.749999999999995,2,VIEWPOINT_ADVANCE,VIEWPOINT_REBRAKING,45.75819350665715,45.75811508865588,0.0847143789648505,166.89608764246844,0.0,8.430061210971246,8.430061210971246,8.4,0.0,11.888780711158292,TARGET_REACHED_BASELINE,10.760388234673158,True,True,680,0,False,0,0
BASELINE,165,2.7666666666666617,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,46.027189190188494,46.027142039161276,0.06588213928977053,0.0,183.0327740266286,9.197180244957266,8.430061210971246,8.4,0.0,11.12166167717227,TARGET_REACHED_BASELINE,11.234900720555407,True,True,680,0,False,0,0
BASELINE,166,2.7833333333333283,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,45.695446274947145,45.69541843410577,0.05044203175566404,0.0,184.10875676075398,9.958770552192362,8.430061210971246,8.4,0.0,10.360071369937176,TARGET_REACHED_BASELINE,11.728005687708018,True,True,680,0,False,0,0
BASELINE,167,2.799999999999995,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,44.87507609065363,44.87506005675098,0.0379347458916058,0.0,182.78178509978858,10.706688219804875,8.430061210971246,8.4,0.0,9.612153702324658,TARGET_REACHED_BASELINE,12.230659973127024,True,True,680,0,False,0,0
BASELINE,168,2.8166666666666615,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,43.66387439782541,43.663865466639045,0.02792741161611265,0.0,179.50030436261451,11.43441931091553,8.430061210971246,8.4,0.0,8.884422611214006,TARGET_REACHED_BASELINE,12.734791082850178,True,True,680,0,False,0,0
BASELINE,169,2.833333333333328,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,42.1467242735318,42.14671951714759,0.020023286581505224,0.0,174.65549759130164,12.136864636201324,8.430061210971246,8.4,0.0,8.181977285928216,TARGET_REACHED_BASELINE,13.23346145721888,True,True,680,0,False,0,0
BASELINE,170,2.8499999999999948,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,40.39690158431981,40.396899204358824,0.01386672612272018,0.0,168.5868970941272,12.810146289607303,8.430061210971246,8.4,0.0,7.508695632522232,TARGET_REACHED_BASELINE,13.72086607907371,True,True,680,0,False,0,0
BASELINE,171,2.8666666666666614,2,VIEWPOINT_REBRAKING,VIEWPOINT_REBRAKING,38.4772848441247,38.47728375741973,0.009144775148740198,0.0,161.58760633727923,13.451434352230962,8.430061210971246,8.4,0.0,6.86740756989857,TARGET_REACHED_BASELINE,14.192275344172083,True,True,680,0,False,0,0
