experiment_id,primary_verdict,secondary_findings,baseline_GT_visible_outgoing_eval,baseline_detector_outgoing_eval,best_single_orientation_deg,best_single_detector_outgoing_eval,best_multiview_set,best_multiview_detector_union_eval,plus90_first_GT_visible_angle_eval,plus90_first_detected_angle_eval,minus90_first_GT_visible_angle_eval,minus90_first_detected_angle_eval,GT_visible_detector_miss_count,GT_invisible_detector_positive_count,unmatched_false_opening_count,M0_false_positive_regression,M0_lateral_false_opening,deterministic_replay,actual_swarm_movement_performed,detector_threshold_changed,GT_used_for_orientation_selection,GT_map_used_for_posthoc_evaluation_only
EXP-029,C_NO_GT_VISIBILITY_GAIN,"[""ROTATION_EQUIVALENT_NO_GAIN""]",1,1,0,1,[0],1,NOT_VISIBLE,NOT_VISIBLE,NOT_VISIBLE,NOT_VISIBLE,0,0,0,False,False,True,False,False,False,True
